;File;pair;overlap GT;preproc GT
328;mathchi_classify-models-using-for-breast-cancer-wisconsin;$invo55_$invo56_[, ]_[, ];0.0;1.0
329;nattaphat_titanic-sklearn-and-nn-tensorflow;$invo94_$invo98_[, ]_[, ];0.0;1.0
330;mahsateimourikia_house-price-predictions-comparing-models;$invo145_$invo146_[, ]_[, ];0.0;1.0
331;deexithreddy_breast-cancer-classification-wisconsin;$invo12_$invo13_[, ]_[, ];0.0;0.0
332;saurabhrathor_eda-to-prediction-dietanic;$invo182_$invo183_[, ]_[, ];0.0;1.0
333;maistrishid_recession-detection-in-african-countries;$invo41_$invo42_[$invo82, $invo50]_[$invo82, $invo50];0.0;0.0
334;djousto_house-price-imputation-and-feature-engineering;$invo169_$invo170_[, ]_[, ];0.0;1.0
335;mihirchate95_exercise-random-forests;$invo5_$invo6_[, ]_[, ];0.0;0.0
336;kwaleed_titanic-competition;$invo57_$invo68_[, ]_[, ];0.0;1.0
337;michalbrezk_simple-guide-to-house-prices-prediction-0-1-rmse;$invo294_$invo334_[, ]_[, ];0.0;1.0
338;shivanikulkarni_big-mart-sales;$invo71_$invo72_[, $invo102]_[, $invo104];0.0;1.0
339;joshuabeard_jumping-into-the-titanic-data;$invo92_$invo93_[, $invo101]_[, $invo101];0.0;1.0
340;yuankunsong_fifa19-predicting-the-value-of-players;$invo280_$invo284_[, ]_[, ];0.0;0.0
341;leelakrishnav_titanic-passenger-survival-prediction;$invo135_$invo136_[, ]_[, ];0.0;1.0
342;pratikpatil13_credit-card-fraud-detection-top-1-98-accuracy;$invo71_$invo72_[, ]_[, ];0.0;1.0
343;karakusfurkan_furkan-titanic-eda;$invo212_$invo216_[, ]_[, ];0.0;1.0
344;sarthakbatra_titanic-eda-and-logistic-regression;$invo165_$invo167_[, $invo186]_[, $invo186];0.0;1.0
345;shubhamsinghgharsele_retail-mart-eda-and-sales-prediction;$invo117_$invo118_[, $invo129]_[, $invo129];0.0;1.0
346;rawneq_timesseriesforcastingexamplekaggle;$invo71_$invo184_[, ]_[, ];1.0;0.0
347;anubhavnatnani99_titanic-classification;$invo51_$invo58_[, ]_[, ];0.0;1.0
348;colladete_over-0-8-with-votingclassifier;$invo136_$invo137_[, ]_[, ];0.0;1.0
349;kei999_house-analytics;$invo13_$invo14_[, ]_[, ];0.0;0.0
350;qizarafzaal_census-income-prediction-using-gradient-booster;$invo43_$invo44_[, ]_[, ];0.0;0.0
351;aryanmishra2310_machine-learning;$invo113_$invo116_[, ]_[, ];0.0;0.0
352;hjoner_my-first-kernel;$invo129_$invo130_[, ]_[, ];0.0;1.0
353;anubhav1772_appl-stock-price-trend-prediction-using-lstm;$invo47_$invo57_[, ]_[, ];0.0;0.0
354;anil777_ridge-regularization-on-avito-data-practice;$invo86_$invo133_[, ]_[, ];0.0;0.0
355;imamirabbas_am-kernel-tf2-web-club;$invo182_$invo193_[, ]_[, ];0.0;0.0
356;avishake_first-kernel-from-a-complete-beginner;$invo32_$invo34_[, ]_[, ];1.0;1.0
357;joshijai2_titanic-sklearn-stacking-ensemble-classifier;$invo277_$invo278_[, ]_[, ];0.0;1.0
358;aashi20_housepriceprediction;$invo192_$invo193_[, ]_[, ];1.0;0.0
359;adhishk1_titanic-dataset-predictions;$invo120_$invo121_[, ]_[, ];0.0;0.0
360;adikul30_titanic;$invo34_$invo36_[, ]_[, ];0.0;0.0
361;adithyabshetty100_coronary-heart-disease-prediction;$invo198_$invo199_[, ]_[, ];0.0;1.0
362;adityakumar529_decision-tree-regression;$invo15_$invo16_[, ]_[, ];0.0;1.0
363;aharless_simple-linear-stacking-with-ranks-lb-0-9760;$invo12_$invo14_[, ]_[, ];0.0;1.0
364;ahmedelsaied3210_simple-linear-regression;$invo14_$invo15_[, ]_[, ];0.0;0.0
365;aishwaryadeshpande_linear-regression-house-price;$invo309_$invo149_[, $invo322]_[, $invo323];0.0;1.0
366;aite20_linear-regression;$invo12_$invo17_[, ]_[, ];1.0;0.0
367;alabouchsalaheddine_exercise-machine-learning-competitions;$invo22_$invo23_[, ]_[, ];0.0;0.0
368;alanlm_notebook-alan-le-montagner;$invo340_$invo345_[, ]_[, ];0.0;0.0
369;alturutin_moa-eda-means-baseline;$invo144_$invo146_[, ]_[, ];0.0;0.0
370;amitdoda_quora-amit-doda;$invo217_$invo230_[, ]_[, ];0.0;0.0
371;ananda24_kernel702817cc75;$invo17_$invo18_[, ]_[, ];1.0;0.0
372;andrewnuk_over-80-score;$invo560_$invo561_[, ]_[, ];0.0;1.0
373;andy6804tw_digit-recognizer-using-t-sne-xgboost-1-1-gpu;$invo47_$invo48_[, ]_[, ];1.0;0.0
374;angithavelayudhan_kernel4ead4ab033;$invo5_$invo6_[, ]_[, ];0.0;0.0
375;aniketawachar_analysing-car-mpg-data-set-using-clustering-pca;$invo27_$invo28_[, ]_[, ];0.0;1.0
376;anubhavjin_bank-customer-exit-using-deep-learning;$invo25_$invo26_[, ]_[, ];0.0;0.0
377;anujjangra_kernel695fb13378;$invo63_$invo64_[, ]_[, ];0.0;0.0
378;aonursert_ml-hw-2-university-classification-with-log-reg;$invo12_$invo13_[, ]_[, ];0.0;0.0
379;aralnorman_neural-networks-tryouts-on-kobe;$invo88_$invo89_[, ]_[, ];0.0;1.0
380;arifali77_time-series-basics-exploring-traditional-ts;$invo152_$invo154_[, ]_[, ];0.0;0.0
381;arindamandypal_titanic-tutorial-submission;$invo16_$invo17_[, ]_[, ];0.0;0.0
382;armagansarikey_breast-cancer-prediction-with-xgboost;$invo8_$invo9_[, ]_[, ];0.0;0.0
383;arpitajena_lb-0-287-lgbm-avg-of-kernel-outputs;$invo39_$invo41_[, $invo53]_[, $invo53];0.0;0.0
384;artgor_basic-eda;$invo53_$invo55_[, ]_[, ];0.0;1.0
385;artgor_santander-eda-fe-fs-and-models;$invo103_$invo107_[, ]_[, $invo143];0.0;1.0
386;ashishkhuraishy_the-pubg-challenge-advanced-regression;$invo22_$invo23_[, ]_[, ];0.0;0.0
387;assasgenius2_fork-of-linear-models-lasso-xgb;$invo46_$invo63_[, ]_[, ];0.0;1.0
388;asthana12_underwriter;$invo52_$invo64_[, ]_[, ];0.0;1.0
389;autcharaporn_na-ve-bayes;$invo9_$invo24_[, ]_[, ];0.0;0.0
390;ayushsharma1995_hcde-530-mini-project-2b;$invo139_$invo140_[, ]_[, ];0.0;0.0
391;bairongmin_bai-rongmin-exo-2-fashion-mnist;$invo62_$invo63_[, ]_[, ];0.0;0.0
392;beastlyprime_pytorch-beginner-language-model;$invo54_$invo77_[, ]_[, ];0.0;0.0
393;bhavesh09_titanic-starter;$invo30_$invo31_[, ]_[, ];0.0;1.0
394;bhillmann_knn-example-entry;$invo12_$invo16_[, ]_[, ];0.0;0.0
395;bibek777_bert-baseline;$invo152_$invo193_[, ]_[, ];0.0;0.0
396;binhlc_sars-cov-2-exponential-model-week-2;$invo49_$invo50_[, ]_[, ];0.0;0.0
397;biphili_india-the-diabetes-captial-of-world;$invo62_$invo63_[, ]_[, ];0.0;1.0
398;bjwang112006_class-the-attacker-is-success-or-fail;$invo17_$invo47_[, ]_[, ];0.0;0.0
399;bmmidei_a-simple-bidirectional-lstm-with-glove;$invo90_$invo94_[, ]_[, ];0.0;0.0
400;brendalf_data-science-for-social-good-in-practice;$invo224_$invo228_[, ]_[, ];0.0;0.0
401;carlaprv_exploring-titanic-data-and-features;$invo60_$invo66_[, ]_[, ];1.0;0.0
402;carrie1_customer-insights;$invo53_$invo56_[, ]_[, ];0.0;0.0
403;cgurkan_mnist-with-pytorch-cnn;$invo85_$invo136_[, ]_[, ];0.0;0.0
404;ch00226855_knn-m-s-e;$invo62_$invo66_[, ]_[, ];0.0;0.0
405;charlesbird3_sklearn-svm;$invo21_$invo37_[, $invo31]_[, ];0.0;0.0
406;cherifabedrazek_santander-competition-first-interaction;$invo96_$invo97_[, ]_[, ];0.0;1.0
407;chickandmushroom_logistic-regression;$invo12_$invo15_[, ]_[, ];1.0;0.0
408;chronisk_logistic-regression-xr;$invo108_$invo114_[, ]_[, ];1.0;0.0
409;cmuckenfuss_league-of-legends-muckenfuss;$invo549_$invo550_[, ]_[, ];0.0;1.0
410;currywurscht_ki-a4-klassifizieren-mit-bernoulli-naive-bayes;$invo31_$invo32_[, $invo34]_[, $invo34];1.0;0.0
411;davinkie_leren-en-beslissen-group-15-competition-entry;$invo284_$invo285_[, ]_[, ];0.0;0.0
412;emetdan_a-journey-through-titanic;$invo116_$invo117_[, ]_[, ];0.0;0.0
413;evezzoli_centernet-with-map-evaluation;$invo201_$invo202_[, ]_[, ];1.0;0.0
414;fthgltkn_log-reg-exercise;$invo18_$invo19_[, ]_[, ];1.0;0.0
415;goldenmetric_a-journey-through-titanic;$invo115_$invo116_[, ]_[, ];0.0;0.0
416;hakanahmad_indian-metro-data-kernel;$invo117_$invo118_[, ]_[, ];0.0;1.0
417;haythemhsine_house-prices-by-haythem-hsine;$invo42_$invo49_[, ]_[, ];0.0;1.0
418;hbilge_stock-prices-recurrent-neural-networks-lstm-gru;$invo139_$invo152_[, ]_[, ];0.0;1.0
419;ipan88_titanic;$invo46_$invo48_[, ]_[, ];1.0;0.0
420;jiuzhang_aicamp-ensemble-exercise-1-complete-version;$invo103_$invo104_[, ]_[, ];1.0;0.0
421;jruots_forecasting-video-game-sales;$invo137_$invo144_[, ]_[, ];0.0;1.0
422;junaidkhan281_kernel4f2e56a724;$invo43_$invo45_[, ]_[, ];1.0;0.0
423;kaggluserjp_fork-of-fork-of-kernel4136fd523d;$invo101_$invo107_[, ]_[, ];0.0;1.0
424;kasikrit_exercise-modeling-from-scratch;$invo20_$invo23_[, ]_[, ];1.0;0.0
425;kyerim_m-porto-seguro-exploratory-analysis-and-prediction;$invo236_$invo241_[, $invo255]_[, $invo255];0.0;1.0
426;lider123_salesforecasting;$invo19_$invo20_[, ]_[, ];1.0;0.0
427;liumeilin_prediction-of-quality-of-wine;$invo49_$invo51_[, ]_[, ];0.0;1.0
428;manavtrivedi_amazon-recommender-based;$invo81_$invo82_[, ]_[, ];1.0;0.0
429;mete6944_titanic-projects;$invo222_$invo223_[, ]_[, ];0.0;1.0
430;mpwolke_swear-words-in-mandarin;$invo67_$invo68_[, ]_[, ];0.0;1.0
431;mswieton_2019-12-13-house-prices-xgboost;$invo50_$invo51_[, ]_[, ];1.0;0.0
432;mthukral_forecasting-video-game-sales;$invo129_$invo130_[, ]_[, ];0.0;1.0
433;nibukdk93_wine-quality-prediction;$invo54_$invo55_[, ]_[, ];1.0;1.0
434;nico2601_starter-code-for-baseline-submission;$invo19_$invo21_[, ]_[, ];0.0;0.0
435;nikschet_ecg-light-lstm-v9;$invo142_$invo178_[, $invo168]_[, ];0.0;0.0
436;panamby_loan-default-prediction;$invo81_$invo82_[, $invo85]_[, $invo85];0.0;1.0
437;piyapongwongkhunkaew_22p21i0012-piyapong-w2hw1-1102020;$invo38_$invo39_[, $invo58]_[, $invo58];0.0;1.0
438;pradyut23_model;$invo141_$invo142_[, ]_[, ];0.0;1.0
439;prateekatam_ble-rssi-localization;$invo39_$invo47_[, ]_[, ];0.0;1.0
440;rajatranjan_mlds-financial-strength-of-countries;$invo40_$invo43_[, $invo46]_[, $invo46];0.0;0.0
441;rajoriyas_covid19-local-us-ca-forecasting-week-1;$invo14_$invo30_[, ]_[, ];1.0;0.0
442;raval64_tmdb-box-office-pred;$invo202_$invo203_[, ]_[, ];0.0;1.0
443;rayudumvnc_mushroom-svm;$invo33_$invo35_[, ]_[, ];0.0;1.0
444;ridallah_an-interactive-data-science-tutorial;$invo110_$invo112_[, ]_[, ];0.0;1.0
445;rohandesai24_housing-price-prediction-regularization;$invo266_$invo268_[, ]_[, ];0.0;1.0
446;serkanpeldek_en-yi-s-n-fland-r-c-n-n-bulunmas;$invo134_$invo143_[, ]_[, ];0.0;1.0
447;sivaadi92_using-decision-trees-with-market-data;$invo22_$invo39_[, $invo36]_[, $invo42];0.0;0.0
448;skooch_xgboost;$invo164_$invo225_[, ]_[, $invo243];0.0;1.0
449;speedwagon_neural-network-baseline;$invo48_$invo50_[, ]_[, ];0.0;1.0
450;srvkarn_animalpred;$invo45_$invo46_[, ]_[, ];1.0;0.0
451;suprajakom_titanic;$invo126_$invo127_[, ]_[, ];0.0;0.0
452;svetlanaiyshanina_kernel7cdcd87b5c;$invo48_$invo49_[, ]_[, ];1.0;0.0
453;swetapadmadalai_exercise-your-first-machine-learning-model;$invo11_$invo13_[, ]_[, ];1.0;0.0
454;tracyporter_titanic-ensemble;$invo240_$invo241_[, ]_[, ];0.0;0.0
455;tungnguyen99tn_a-simple-neural-network;$invo22_$invo33_[, ]_[, ];0.0;1.0
456;vgadevik_titanic-analysis;$invo244_$invo245_[, ]_[, ];0.0;1.0
457;viveksharma123456789_kernel7f0f5a1c50;$invo121_$invo122_[, ]_[, ];0.0;1.0
458;vpkprasanna_categorical-encoding;$invo186_$invo190_[, ]_[, ];0.0;0.0
459;y09255_my-titanic-prediction-test-ver2;$invo289_$invo290_[, ]_[, ];1.0;0.0
460;yongtaoma_a-journey-through-titanic-for-gcma;$invo116_$invo117_[, ]_[, ];0.0;1.0
461;yuyayoshioka_python-kaggle-start-book-ch02-01;$invo36_$invo37_[, ]_[, ];0.0;1.0
